"drug_name"	"drugbank_id"	"ind_name"	"ind_id"	"nct"	"status"	"phase"	"detailedstatus"	"drug_obo_id"	"drug_rxnorm_id"	"ind_obo_id"	"ind_meddra_pt"	"ind_snomed_id"
fusidic acid	DB02703	Escherichia coli Infections	C0014836		Approved			CHEBI_29013	"4608|113608"	MONDO_0020920		"71057007"
fusidic acid	DB02703	Acute gonococcal cervicitis	C0153195		Approved			CHEBI_29013	"4608|113608"	MONDO_0001080		"20943002"
fusidic acid	DB02703	Cutaneous anthrax	C0003177		Approved			CHEBI_29013	"4608|113608"	MONDO_0004215	"10011660"	"84980006"
fusidic acid	DB02703	Acute gonococcal epididymo-orchitis	C0153193		Approved			CHEBI_29013	"4608|113608"	MONDO_0001125		"30168008"
fusidic acid	DB02703	Infection due to Pseudomonas aeruginosa	C0276075		Approved			CHEBI_29013	"4608|113608"	MONDO_0040732		"11218009"
fusidic acid	DB02703	Blepharoconjunctivitis	C0005743		Approved			CHEBI_29013	"4608|113608"	MONDO_0002307		"68659002"
fusidic acid	DB02703	Arthropathy associated with infection	C0157749		Approved			CHEBI_29013	"4608|113608"			"363162000"
fusidic acid	DB02703	Anterior uveitis	C0042165		Approved			CHEBI_29013	"4608|113608"	MONDO_0006651		"410692006"
fusidic acid	DB02703	Gonorrhea of pharynx	C0149966		Approved			CHEBI_29013	"4608|113608"			"74372003"
fusidic acid	DB02703	Urinary tract infection caused by Klebsiella	C4076057		Approved			CHEBI_29013	"4608|113608"			"369001000119100"
fusidic acid	DB02703	Enterobacteriaceae Infections	C0014347		Approved			CHEBI_29013	"4608|113608"			"128945009"
paracetamol	DB00316	Arthralgia	C0003862		Approved			CHEBI_46195	"161"	HP:0002829	"10003239"	"57676002"
caffeine	DB00201	Arthralgia	C0003862		Approved			CHEBI_27732	"1886"	HP:0002829	"10003239"	"57676002"
fusidic acid	DB02703	Acute bacterial sinusitis	C0275556		Approved			CHEBI_29013	"4608|113608"			"75498004"
fusidic acid	DB02703	Sepsis caused by Gram negative bacteria	C3163829		Approved			CHEBI_29013	"4608|113608"			"449082003"
fusidic acid	DB02703	Proteus septicemia	C0577690		Approved			CHEBI_29013	"4608|113608"			
fusidic acid	DB02703	Staphylococcus aureus infection	C1318973		Approved			CHEBI_29013	"4608|113608"			"406602003"
fusidic acid	DB02703	Urinary tract infection caused by Escherichia coli	C0577708		Approved			CHEBI_29013	"4608|113608"			"301011002"
galantamine	DB00674	Alzheimer's Disease	C0002395		Approved			CHEBI_42944	"4637"	MONDO_0004975	"10012271"	"26929004"
gatifloxacin	DB01044	Urinary tract infection caused by Escherichia coli	C0577708		Approved			CHEBI_5280	"228476|1546025"			"301011002"
gatifloxacin	DB01044	Haemophilus influenzae pneumonia	C0276026		Approved			CHEBI_5280	"228476|1546025"			"70036007"
gatifloxacin	DB01044	Staphylococcus aureus infection	C1318973		Approved			CHEBI_5280	"228476|1546025"			"406602003"
gatifloxacin	DB01044	Acute gonococcal cervicitis	C0153195		Approved			CHEBI_5280	"228476|1546025"	MONDO_0001080		"20943002"
gemifloxacin	DB01155	Haemophilus influenzae pneumonia	C0276026		Approved			CHEBI_101853	"138099"			"70036007"
gefitinib	DB00317	Epidermal growth factor receptor positive non-small cell lung cancer	C1960925		Approved			CHEBI_49668	"328134"			"426964009"
ganciclovir	DB01004	Keratitis, Dendritic	C0022570		Approved			CHEBI_465284	"4678"			"29943008"
alfacalcidol	DB01436	Renal Osteodystrophy	C0035086		Approved			CHEBI_31186	"12062"	MONDO_0006946		"16726004"
alosetron	DB00969	Irritable bowel syndrome with diarrhea	C0348898		Approved			CHEBI_253342	"85248"			"197125005"
fusidic acid	DB02703	Infective blepharitis	C0729587		Approved			CHEBI_29013	"4608|113608"			"312219000"
gatifloxacin	DB01044	Proteus urinary tract infection	C0577709		Approved			CHEBI_5280	"228476|1546025"			"301012009"
gemifloxacin	DB01155	Acute bacterial bronchitis	C0339933		Approved			CHEBI_101853	"138099"			"233598009"
fusidic acid	DB02703	Hospital acquired pneumonia	C0949083		Approved			CHEBI_29013	"4608|113608"			"425464007"
ganciclovir	DB01004	Cytomegalovirus Retinitis	C0206178		Approved			CHEBI_465284	"4678"			"22455005"
gatifloxacin	DB01044	Acute gonococcal urethritis	C0275652		Approved			CHEBI_5280	"228476|1546025"			"29864006"
gatifloxacin	DB01044	Urinary tract infection caused by Klebsiella	C4076057		Approved			CHEBI_5280	"228476|1546025"			"369001000119100"
gatifloxacin	DB01044	Acute exacerbation of chronic bronchitis	C0856695		Approved			CHEBI_5280	"228476|1546025"			"425748003"
gemifloxacin	DB01155	Acute exacerbation of chronic bronchitis	C0856695		Approved			CHEBI_101853	"138099"			"425748003"
naproxen	DB00788	Arthralgia	C0003862		Approved			CHEBI_7476	"7258"	HP:0002829	"10003239"	"57676002"
methyl nicotinate	DB00627	Arthralgia	C0003862		Approved			CHEBI_15940	"7393"	HP:0002829	"10003239"	"57676002"
magnesium salicylate	DB01397	Arthralgia	C0003862		Approved			CHEBI_6640		HP:0002829	"10003239"	"57676002"
gatifloxacin	DB01044	Acute bacterial sinusitis	C0275556		Approved			CHEBI_5280	"228476|1546025"			"75498004"
oxycodone	DB00497	Arthralgia	C0003862	NCT01094262	Terminated	Phase 2	Logistic reasons associated with the FDA-imposed clinical hold.	CHEBI_7852	"7804"	HP:0002829	"10003239"	"57676002"
fusidic acid	DB02703	Chlamydia trachomatis infection of genital structure	C1997322		Approved			CHEBI_29013	"4608|113608"			"428015005"
guaifenesin	DB00874	Influenza-like symptoms	C0392171		Approved			CHEBI_5551	"5032"			
glycine	DB00145	Common Cold	C0009443		Approved			CHEBI_15428	"4919"	MONDO_0005709		"82272006"
grepafloxacin	DB00365	Acute gonococcal cervicitis	C0153195		Approved			CHEBI_5543	"83719"	MONDO_0001080		"20943002"
grepafloxacin	DB00365	Haemophilus influenzae pneumonia	C0276026		Approved			CHEBI_5543	"83719"			"70036007"
guaiacol	DB11359	Common Cold	C0009443		Approved			CHEBI_28591	"5031"	MONDO_0005709		"82272006"
guaifenesin	DB00874	Headache Disorders	C0393735		Approved			CHEBI_5551	"5032"			"230461009"
guaifenesin	DB00874	Common Cold	C0009443		Approved			CHEBI_5551	"5032"	MONDO_0005709		"82272006"
ulobetasol propionate	DB00596	Lichen Simplex Chronicus	C0149922		Approved			CHEBI_135782	"41208"			"53891004"
ulobetasol propionate	DB00596	Chronic small plaque psoriasis	C0406317		Approved			CHEBI_135782	"41208"			"200965009"
ulobetasol propionate	DB00596	Psoriasis of scalp	C0406326		Approved			CHEBI_135782	"41208"			"238608008"
hydrocortisone acetate	DB14539	Arthritis, Gouty	C0003868		Approved			CHEBI_17609	"27197"	HP:0001997	"10018634"	"190828008"
betamethasone acetate	DB00443	Arthritis, Gouty	C0003868		Approved			CHEBI_3077	"1514"	HP:0001997	"10018634"	"190828008"
hydrocortisone succinate	DB14545	Arthritis, Gouty	C0003868		Approved			CHEBI_31677	"21651"	HP:0001997	"10018634"	"190828008"
triamcinolone diacetate	DB00620	Arthritis, Gouty	C0003868		Approved			CHEBI_9667	"10759"	HP:0001997	"10018634"	"190828008"
canakinumab	DB06168	Arthritis, Gouty	C0003868		Approved				"853491"	HP:0001997	"10018634"	"190828008"
cortisone acetate	DB01380	Arthritis, Gouty	C0003868		Approved			CHEBI_3897	"21655"	HP:0001997	"10018634"	"190828008"
triamcinolone acetonide	DB00620	Arthritis, Gouty	C0003868		Approved			CHEBI_9667	"10759"	HP:0001997	"10018634"	"190828008"
dexamethasone	DB01234	Arthritis, Gouty	C0003868		Approved			CHEBI_41879	"3264"	HP:0001997	"10018634"	"190828008"
triamcinolone	DB00620	Arthritis, Gouty	C0003868		Approved			CHEBI_9667	"10759"	HP:0001997	"10018634"	"190828008"
prednisone	DB00635	Arthritis, Gouty	C0003868		Approved			CHEBI_8382	"8640"	HP:0001997	"10018634"	"190828008"
prednisolone	DB00860	Arthritis, Gouty	C0003868		Approved			CHEBI_8378	"8638"	HP:0001997	"10018634"	"190828008"
sulindac	DB00605	Arthritis, Gouty	C0003868		Approved			CHEBI_9352	"10237"	HP:0001997	"10018634"	"190828008"
methylprednisolone	DB00959	Arthritis, Gouty	C0003868		Approved			CHEBI_6888	"6902"	HP:0001997	"10018634"	"190828008"
grepafloxacin	DB00365	Acute Moraxella catarrhalis bronchitis	C0339932		Approved			CHEBI_5543	"83719"			"195722003"
goserelin	DB00014	Hormone receptor positive malignant neoplasm of breast	C1562029		Approved			CHEBI_5523	"50610"			"417181009"
grepafloxacin	DB00365	Acute bacterial bronchitis	C0339933		Approved			CHEBI_5543	"83719"			"233598009"
sodium citrate	DB09154	Arthritis	C0003864	NCT01421160	Withdrawn	Phase 1	PI left the institution prior to any data being collected	CHEBI_53258	"253204|56466|1310549"	MONDO_0005578	"10003246"	"3723001"
guanidine	DB00536	Lambert-Eaton Myasthenic Syndrome	C0022972		Approved			CHEBI_42820	"50675"	MONDO_0018556		"56989000"
granisetron	DB00889	Chemotherapy-induced nausea and vomiting	C0401160		Approved			CHEBI_5537	"26237"			"18846006"
alprostadil	DB00770	Aortic coarctation	C0003492		Approved			CHEBI_15544	"598"	MONDO_0007345	"10009807"	"7305005"
rituximab	DB00073	Rheumatoid Arthritis	C0003873		Approved				"2273510|2472325|121191|2105824"	MONDO_0008383	"10039073"	"69896004"
infliximab	DB00065	Rheumatoid Arthritis	C0003873		Approved				"1790539|1927283|191831|2266523|2103476"	MONDO_0008383	"10039073"	"69896004"
flunoxaprofen	DB13317	Rheumatoid Arthritis	C0003873		Approved			CHEBI_76154		MONDO_0008383	"10039073"	"69896004"
	DB00005	Rheumatoid Arthritis	C0003873	NCT01764997	Terminated	Phase 3	Due to small number of participants entering randomization. Not a safety issue.		"214555|2103480|2462511"	MONDO_0008383	"10039073"	"69896004"
alclofenac	DB13167	Rheumatoid Arthritis	C0003873		Approved			CHEBI_31183		MONDO_0008383	"10039073"	"69896004"
etodolac	DB00749	Rheumatoid Arthritis	C0003873		Approved			CHEBI_4909	"24605"	MONDO_0008383	"10039073"	"69896004"
	DB00005	Rheumatoid Arthritis	C0003873	NCT00298272	Terminated	Phase 2	Sponsor decided to end long term extension phase for business reasons unrelated to safety.		"214555|2103480|2462511"	MONDO_0008383	"10039073"	"69896004"
	DB00073	Rheumatoid Arthritis	C0003873	NCT00298272	Terminated	Phase 2	Sponsor decided to end long term extension phase for business reasons unrelated to safety.		"2273510|2472325|121191|2105824"	MONDO_0008383	"10039073"	"69896004"
hydrocodone	DB00956	Common Cold	C0009443		Approved			CHEBI_5779	"5489"	MONDO_0005709		"82272006"
hydrocortisone	DB00741	Lichen Simplex Chronicus	C0149922		Approved			CHEBI_17650	"5492"			"53891004"
sarecycline	DB12035	Acne Vulgaris	C0001144		Approved				"2059018"			"88616000"
hydrocortisone acetate	DB00741	Arthritis, Gouty	C0003868		Approved			CHEBI_17650	"5492"	HP:0001997	"10018634"	"190828008"
betamethasone	DB00443	Arthritis, Gouty	C0003868		Approved			CHEBI_3077	"1514"	HP:0001997	"10018634"	"190828008"
allopurinol	DB00437	Arthritis, Gouty	C0003868		Approved			CHEBI_40279	"519"	HP:0001997	"10018634"	"190828008"
probenecid	DB01032	Arthritis, Gouty	C0003868		Approved			CHEBI_8426	"8698"	HP:0001997	"10018634"	"190828008"
hydrocortisone	DB00741	Arthritis, Gouty	C0003868		Approved			CHEBI_17650	"5492"	HP:0001997	"10018634"	"190828008"
hydrocortisone succinate	DB00741	Arthritis, Gouty	C0003868		Approved			CHEBI_17650	"5492"	HP:0001997	"10018634"	"190828008"
heparin	DB01109	Peripheral arterial embolism	C0564750		Approved			CHEBI_28304	"5224"			"286959000"
homatropine	DB11181	Incomplete passage of stool	C0426639		Approved			CHEBI_5747	"27084"			"249515001"
haloperidol	DB00502	Chronic schizophrenia	C0221765		Approved			CHEBI_5613	"5093"			"83746006"
hydrocortisone	DB00741	Blepharoconjunctivitis	C0005743		Approved			CHEBI_17650	"5492"	MONDO_0002307		"68659002"
heparin	DB01109	Non-Q wave myocardial infarction	C0542269		Approved			CHEBI_28304	"5224"			"314207007"
hydrocortisone	DB00741	Corneal Abrasions	C0010032		Approved			CHEBI_17650	"5492"		"10010984"	"85848002"
halofantrine	DB01218	Malaria, Vivax	C0024537		Approved			CHEBI_94392	"50749"	MONDO_0005921		"27052006"
halofantrine	DB01218	Malaria, Falciparum	C0024535		Approved			CHEBI_94392	"50749"	MONDO_0005920		"248441000"
	DB00051	Rheumatoid Arthritis	C0003873	NCT00298272	Terminated	Phase 2	Sponsor decided to end long term extension phase for business reasons unrelated to safety.		"2103479|2640402|2641642|2612153|2619155|2103477|327361"	MONDO_0008383	"10039073"	"69896004"
	DB00959	Rheumatoid Arthritis	C0003873	NCT00298272	Terminated	Phase 2	Sponsor decided to end long term extension phase for business reasons unrelated to safety.	CHEBI_6888	"6902"	MONDO_0008383	"10039073"	"69896004"
hydrocortisone	DB00741	Acne Vulgaris	C0001144		Approved			CHEBI_17650	"5492"			"88616000"
hydrocortisone	DB00741	Rheumatoid Arthritis	C0003873		Approved			CHEBI_17650	"5492"	MONDO_0008383	"10039073"	"69896004"
hydrocortisone	DB00741	Chronic small plaque psoriasis	C0406317		Approved			CHEBI_17650	"5492"			"200965009"
hydrocortisone	DB00741	Psoriasis of scalp	C0406326		Approved			CHEBI_17650	"5492"			"238608008"
hydrocortisone	DB00741	Transplanted organ rejection	C0345468		Approved			CHEBI_17650	"5492"			"213148006"
hydrocortisone	DB00741	Addison Disease	C0001403		Approved			CHEBI_17650	"5492"	MONDO_0015129	"10001130"	"373662000"
hydrocortisone	DB00741	Inflammatory dermatosis	C3875321		Approved			CHEBI_17650	"5492"	MONDO_0002406		"703938007"
hydrocortisone	DB00741	Arthritis, Psoriatic	C0003872		Approved			CHEBI_17650	"5492"	MONDO_0011849	"10037162"	"156370009"
hydrocortisone	DB00741	Anemia, Diamond-Blackfan	C1260899		Approved			CHEBI_17650	"5492"	MONDO_0015253		"88854002"
hydrocortisone	DB00741	Acquired thrombocytopenia	C0154301		Approved			CHEBI_17650	"5492"	MONDO_0001198		"154826009"
hydrocortisone	DB00741	Mycosis Fungoides	C0026948		Approved			CHEBI_17650	"5492"	MONDO_0009691		"118618005"
hydrocortisone	DB00741	Infective blepharitis	C0729587		Approved			CHEBI_17650	"5492"			"312219000"
hydrocortisone	DB00741	Malignant otitis externa due to Pseudomonas aeruginosa	C0395818		Approved			CHEBI_17650	"5492"	MONDO_0041095		"232230009"
hydrocortisone	DB00741	Adrenal cortical hypofunction	C0405580		Approved			CHEBI_17650	"5492"	MONDO_0000004		"386584007"
hydrocortisone	DB00741	Adrenogenital disorder	C0701163		Approved			CHEBI_17650	"5492"			"267395000"
hydrocortisone	DB00741	Infective otitis externa	C0021355		Approved			CHEBI_17650	"5492"			"86981007"
hydrocortisone	DB00741	Corneal Ulcer	C0010043		Approved			CHEBI_17650	"5492"	MONDO_0004577		"91514001"
hydrocortisone	DB00741	Post traumatic osteoarthritis	C2894027		Approved			CHEBI_17650	"5492"			"699262001"
hydrocortisone	DB00741	Congenital adrenal hyperplasia	C0001627		Approved			CHEBI_17650	"5492"	MONDO_0018479		"237751000"
hydroxycarbamide	DB01005	Myeloid Leukemia, Chronic	C0023473		Approved			CHEBI_44423	"151871|5552"	MONDO_0011996		
methotrexate	DB00563	Rheumatoid Arthritis	C0003873	NCT00298272	Terminated	Phase 2	Sponsor decided to end long term extension phase for business reasons unrelated to safety.	CHEBI_44185	"6851"	MONDO_0008383	"10039073"	"69896004"
hydromorphone	DB00327	Common Cold	C0009443		Approved			CHEBI_5790	"3423"	MONDO_0005709		"82272006"
	DB00244	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_6775	"52582"	MONDO_0008383	"10039073"	"69896004"
ibuprofen	DB01050	Influenza-like symptoms	C0392171		Approved			CHEBI_5855	"5640"			
	DB00795	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_9334	"9524"	MONDO_0008383	"10039073"	"69896004"
	DB00860	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_8378	"8638"	MONDO_0008383	"10039073"	"69896004"
	DB00563	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_44185	"6851"	MONDO_0008383	"10039073"	"69896004"
	DB08880	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_68540	"1310520"	MONDO_0008383	"10039073"	"69896004"
ibuprofen	DB01050	Rheumatoid Arthritis	C0003873		Approved			CHEBI_5855	"5640"	MONDO_0008383	"10039073"	"69896004"
hydroxychloroquine	DB01611	Rheumatoid Arthritis	C0003873		Approved			CHEBI_5801	"5521"	MONDO_0008383	"10039073"	"69896004"
epoetin alfa	DB00016	Rheumatoid Arthritis	C0003873	NCT00236678	Terminated	Phase 2	This study was terminated due to slow enrollment, despite protocol amendments to change the entrance criteria.		"2047589|105695|105694"	MONDO_0008383	"10039073"	"69896004"
fenoprofen	DB00573	Rheumatoid Arthritis	C0003873		Approved			CHEBI_5004	"4331"	MONDO_0008383	"10039073"	"69896004"
ibuprofen	DB01050	Headache Disorders	C0393735		Approved			CHEBI_5855	"5640"			"230461009"
hydroxycarbamide	DB01005	Anemia, Sickle Cell	C0002895		Approved			CHEBI_44423	"151871|5552"	MONDO_0011382	"10040641"	"127040003"
hydromorphone	DB00327	Severe pain	C0278140		Approved			CHEBI_5790	"3423"			"76948002"
ibuprofen	DB01050	Severe pain	C0278140		Approved			CHEBI_5855	"5640"			"76948002"
hydrocortisone	DB00741	Punctate keratopathy	C0423234		Approved			CHEBI_17650	"5492"			"246936005"
hydroxychloroquine	DB01611	Quartan malaria	C0024536		Approved			CHEBI_5801	"5521"	MONDO_0001943		"27618009"
hydroxychloroquine	DB01611	Ovale malaria	C0152072		Approved			CHEBI_5801	"5521"	MONDO_0001601		"19341001"
hydroxychloroquine	DB01611	Malaria, Vivax	C0024537		Approved			CHEBI_5801	"5521"	MONDO_0005921		"27052006"
hydroxychloroquine	DB01611	Malaria, Falciparum	C0024535		Approved			CHEBI_5801	"5521"	MONDO_0005920		"248441000"
hydromorphone	DB00327	Postoperative Pain, Acute	C2215257		Approved			CHEBI_5790	"3423"			"107401000119105"
ibuprofen	DB01050	Postoperative Pain, Acute	C2215257		Approved			CHEBI_5855	"5640"			"107401000119105"
hydrocortisone	DB00741	Chronic ulcerative proctitis	C2937222		Approved			CHEBI_17650	"5492"			"52231000"
hydrocortisone	DB00741	Autoimmune hemolytic anemia	C0002880		Approved			CHEBI_17650	"5492"	MONDO_0020108	"10073785"	"413603009"
imiquimod	DB00724	wartlike skin lesion	C0043037		Approved			CHEBI_36704	"59943"			
imipenem	DB01598	Bacterial infection due to Klebsiella pneumoniae	C0343402		Approved			CHEBI_471744	"5690|1545986"			"186435004"
indomethacin	DB00328	Rheumatoid Arthritis	C0003873		Approved			CHEBI_49662	"5781"	MONDO_0008383	"10039073"	"69896004"
	DB00795	Rheumatoid Arthritis	C0003873	NCT00521924	Terminated	Phase 3	Slow Enrollment	CHEBI_9334	"9524"	MONDO_0008383	"10039073"	"69896004"
imipenem	DB01598	Haemophilus influenzae pneumonia	C0276026		Approved			CHEBI_471744	"5690|1545986"			"70036007"
	DB00244	Rheumatoid Arthritis	C0003873	NCT00521924	Terminated	Phase 3	Slow Enrollment	CHEBI_6775	"52582"	MONDO_0008383	"10039073"	"69896004"
imipramine	DB00458	Depressive disorder	C0011581		Approved			CHEBI_47499	"5691"	MONDO_0002050		"35489007"
	DB00065	Rheumatoid Arthritis	C0003873	NCT00521924	Terminated	Phase 3	Slow Enrollment		"1790539|1927283|191831|2266523|2103476"	MONDO_0008383	"10039073"	"69896004"
	DB00608	Rheumatoid Arthritis	C0003873	NCT00521924	Terminated	Phase 3	Slow Enrollment	CHEBI_3638	"2393"	MONDO_0008383	"10039073"	"69896004"
	DB00091	Rheumatoid Arthritis	C0003873	NCT00521924	Terminated	Phase 3	Slow Enrollment	CHEBI_4031	"3008"	MONDO_0008383	"10039073"	"69896004"
flurbiprofen	DB00712	Rheumatoid Arthritis	C0003873		Approved			CHEBI_5130	"4502"	MONDO_0008383	"10039073"	"69896004"
	DB00563	Rheumatoid Arthritis	C0003873	NCT01390441	Terminated	Phase 1	The study was terminated early by the Sponsor for business reasons.	CHEBI_44185	"6851"	MONDO_0008383	"10039073"	"69896004"
imipenem	DB01598	Pneumonia, Bacterial	C0004626		Approved			CHEBI_471744	"5690|1545986"	MONDO_0004652	"10060946"	"53084003"
idebenone	DB09081	Optic Atrophy, Hereditary, Leber	C0917796		Approved			CHEBI_31687	"51296"	MONDO_0010788		"58610003"
imipenem	DB01598	Arthropathy associated with infection	C0157749		Approved			CHEBI_471744	"5690|1545986"			"363162000"
imatinib	DB00619	Myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement	C4545381		Approved			CHEBI_45783	"282388"	MONDO_0015689		"738527001"
